TRXN_ID,ACCT_ID,TRXN_DT,TRXN_AMT,MRCH_NM
3814313,2089899161,2020-01-04,4363.43,ZAXBY'S #09702
3814423,2111321678,2020-01-04,3196.94,AARONS SALO C0218
3814646,2138497967,2020-01-04,4936.84,AMZN MKTP US*CH4NA3RC3 AM
3814652,2140551090,2020-01-04,782.2,AMZN MKTP US*KR05S3C63 AM
3814673,2154237856,2020-01-04,1325.48,BAJA RANCH MARKET
3814907,2164949805,2020-01-04,1881.92,BLUEFIN GRILLE
3815038,2170012952,2020-01-04,5234.81,BR FACTORY US 1996
3815266,2170148145,2020-01-04,4152.41,BRUEGGERS #3773
3815273,2176633959,2020-01-04,4387.45,CASCADE EYE CENTER
3815383,2215258941,2020-01-04,4789.22,DIVVY BIKE SHARE
3815459,2215394019,2020-01-04,5212.66,DOORDASH*LITTLE CAESAR
3815541,2271049325,2020-01-04,921.69,HYATT REGENCY AURORA PRKN
3815849,2295633997,2020-01-04,5675.81,KROGER #621
3815927,2320805800,2020-01-04,233.28,MCDONALD'S F12000
3815998,2326436595,2020-01-04,5657.63,MICHAEL KORS-909
3816033,2346615889,2020-01-04,3727.47,PA I/M TRAINING MOD
3816061,2354289213,2020-01-04,5334.19,PAYPAL *SPIRITHALLO
3816069,2434125954,2020-01-04,4535.11,TACO BELL #025493
3816362,2436105798,2020-01-04,694.62,TACO BELL 3002079
3816536,2438715503,2020-01-04,5380.81,TARGET        00014191
3816574,2451067462,2020-01-04,4814.27,TIFFANY & CO #131
3816718,2517334153,2020-01-04,1903.29,AMZN Mktp US*M55LH6AX3
3816731,2524711260,2020-01-04,2459.37,AMZNGrcyTip*QT6BJ65D3
3816791,2535805496,2020-01-04,3269.77,BED BATH & BEYOND #25
3817288,2535805496,2020-01-04,473.52,BED BATH & BEYOND #810
3817383,2544816013,2020-01-04,2936.05,BTP*WACL STEX
3817394,2569193622,2020-01-04,4464.75,DAIRY QUEEN #40904
3817490,2578146626,2020-01-04,2531.75,DUNKIN #353692 Q35
3817631,2584635805,2020-01-04,1744.16,FAMILY PANTRY
3817661,2601907481,2020-01-04,4098.82,HOMEGOODS 0830
3817680,5026994433,2020-01-04,5593.46,TST* BOLOCO - BERKLEE COL
3817994,10000462390,2020-01-04,2946.68,UNITED      0162485745429
3818564,10001438898,2020-01-04,4464.56,WM SUPERCENTER #2932
3818627,10003957929,2020-01-04,2445.2,ARBYS 5444
3818631,10004958889,2020-01-04,3840.53,CASH WISE FOODS
3818891,10005363874,2020-01-04,2129.96,COSTCO WHSE #0772
3818965,10005998829,2020-01-04,1501.02,DOORDASH*OUTBACK STEAK
3819191,10006311112,2020-01-04,5522.24,EXXONMOBIL    97245435
3819225,10006502536,2020-01-04,4853.76,FINNEGAN FOOD 01200920
3819261,10008504291,2020-01-04,74.09,LAKERIDGE WINE AND SPIRIT
3819297,10008773308,2020-01-04,2383.04,LOWES #00670*
3819385,10013838073,2020-01-04,4641.2,1113 PLANET FITNESS
3819577,10015365582,2020-01-04,4911.37,ARSEN
3819630,1275049547,2020-01-05,379.84,3032 Great Clips at White
3819780,1302165233,2020-01-05,3546.02,ACTBLUE*AMY.KLOBUCHAR
3819849,1464336146,2020-01-05,2199.38,BENTLEY'S PET STUFF190
3819860,1487971124,2020-01-05,3522,CHARLEYS STEAKHOUSE-CY
3819963,1519817923,2020-01-05,684.01,CROWNSVILLE AUTOMOTIVE
3820298,1550735638,2020-01-05,2928.51,DUNKIN #354563 Q35
3820366,1579430625,2020-01-05,3316.7,GELSON'S MARKETS  #
3820447,1635268753,2020-01-05,3672.62,KALLYS FANTASY CLIPS
3820450,1838819769,2020-01-05,2765.85,SHAKY ALIBI
3820475,1879770103,2020-01-05,4726.6,SP * KERRITS
3820619,1920737629,2020-01-05,2643.27,TARGET        00015131
3820681,2059455652,2020-01-05,1029.13,WAL-MART #1914
3820704,2074227011,2020-01-05,2400.07,WALGREENS #4393
3820734,2091255565,2020-01-05,5540.17,0362 FOREVER 21
3820843,2109133986,2020-01-05,2021.86,99-CENTS-ONLY #0041
3820943,2122676329,2020-01-05,5346.48,Amazon Prime*T97YR7B23
3821055,2122676329,2020-01-05,5068.06,Amazon Prime*YQ0MT81U3
3821237,2141103864,2020-01-05,3654.3,AMZN MKTP US*MA3HN7502 AM
3821382,2164193206,2020-01-05,5056.04,BESTBUYCOM805690265263
3821461,2171086799,2020-01-05,602.85,BUY BUY BABY NASH E-CMRC
3821551,2208302311,2020-01-05,396.4,CROSSROADS NISSAN OF WAKE
3821822,2211245598,2020-01-05,3908.22,DECKHAND OYSTER BAR
3821831,2215258941,2020-01-05,3580.69,"DLR FRONT DESK, PPH"
3821957,2227872112,2020-01-05,4086.52,EUROCAFE ST1078
3822042,2230551221,2020-01-05,4767.41,FAMILY DOLLAR #9279
3822181,2258678146,2020-01-05,3075.98,HARBOR INN SEAFOOD
3822278,2258678146,2020-01-05,3575.42,HARRIS TEETER #0208
3822321,2291558001,2020-01-05,3395.26,KMC NATIONAL WESTERN
3822387,2295633997,2020-01-05,2877.77,KROGER #436
3822476,2320805800,2020-01-05,663.92,MCDONALD'S F14227
3822928,2325839088,2020-01-05,901.7,MENARDS WAUKESHA WI
3823066,2362059038,2020-01-05,5581.02,POSTMATES B0B5A DIDDY
3823099,2396667399,2020-01-05,3999.73,SCHWANS HOME SERVICE
3823106,2464089503,2020-01-05,1443.79,VOPAK 6421
3823180,2501368514,2020-01-05,5660.07,Amazon Prime*OG4KL95G3
3823206,2530612544,2020-01-05,5438.46,ATLANTA AIRPORT
3823510,2542454262,2020-01-05,223.04,BJS WHOLESALE #0112
3823592,2544033810,2020-01-05,1085.61,BRAWLEYS BEVERAGE
3823616,2590321702,2020-01-05,2557.55,GOODWILL INDUSTRIES 52
3823888,2605951345,2020-01-05,1155.13,INTEREST FEE CREDIT ADJ
3824035,2644810072,2020-01-05,4731.28,PAYPAL *BEDBATHBEY
3824289,2656534555,2020-01-05,4052.33,QUIKTRIP STORE #878
3824291,2659805488,2020-01-05,1375.34,RALPHS #0213
3824300,2678980414,2020-01-05,5121.02,SQ *POSH POODLE DOG GROOM
3824350,5024818519,2020-01-05,1329.79,TIKI JIMS BROADWAY
3824406,5024818519,2020-01-05,2017.24,TJ MAXX #1010
3824791,10001357803,2020-01-05,97.37,WHOLEFDS WHF 10217
3825067,10002082989,2020-01-05,4728.88,Amazon.com*6N3MV6013
3825117,10004613638,2020-01-05,2660.99,BEST BUY      00008185
3825218,10004615589,2020-01-05,1248.54,BIG Y 31 KILLINGLY
3825265,10005163434,2020-01-05,1911.61,CITATION PROCESSING CE
3825550,10005837250,2020-01-05,2825.84,"DLR FRONT DESK, PPH"
3825568,10006277778,2020-01-05,2577.78,EXPEDIA 7464625373323
3825611,10007285031,2020-01-05,430.27,GRUBHUBLAKEWOODPIZZA
3825656,10007945512,2020-01-05,1253.28,J MART GROUP INC
3825671,10009131551,2020-01-05,4032.46,MARATHON PETRO88849
3825685,10010878150,2020-01-05,1210.38,PIER 87 BAR AND GRILL
3825766,10010928738,2020-01-05,4449.35,PORTOFINOS PARK ROAD
3825781,10012632573,2020-01-05,667.11,TEXAS ROADHOUSE #2179
3825792,10012713615,2020-01-05,4280.78,THE HOME DEPOT #1550
3826314,10012834332,2020-01-05,1430.55,TRADER JOE'S #667  QPS
3826608,10013743021,2020-01-05,767.43,ZAZA CUBAN COFFEE CAFE
3826647,10013743021,2020-01-05,1765.68,0445 AMC FALLBROOK 7
3826859,10014563278,2020-01-05,3672.86,Amazon.com*M45X77T42
3827044,10015039510,2020-01-05,3719.29,AMZN Mktp US*MK2575UT0
3827432,1429879666,2020-01-06,762.12,AMZN Mktp US*MO4EF1PQ0
3827439,1430741533,2020-01-06,1269.35,AMZN Mktp US*MS5E61Z11
3827458,1448949029,2020-01-06,4182.65,ANDOVER DINER
3827584,1484641142,2020-01-06,4924.16,CELEBRITY 5 & 10
3827683,1508682163,2020-01-06,3318.55,CKE*THE REAL MILK AND
3827714,1535887090,2020-01-06,5009.5,DOLLAR GENERAL #12846
3827841,1560126748,2020-01-06,2050.84,ENC*CALL FR4012691361
3827937,1566191321,2020-01-06,236.67,FARMERS INS BILLING
3828109,1640899496,2020-01-06,115.23,KWIK TRIP  86000008607
3828124,1717870971,2020-01-06,3570.21,MMDFOODSERVICE LOGAN
3828235,1778818802,2020-01-06,4302.95,PIZZA HUT 026821
3828251,1881294669,2020-01-06,4574.87,SPEEDWAY 06597
3828282,1913976799,2020-01-06,4832.39,SUPER KING MARKET #8
3828286,1938093810,2020-01-06,4368.95,TOPPER'S RESTAURANT
3828448,1940400250,2020-01-06,3624.27,TRACTOR SUPPLY  #2166
3828618,2028172407,2020-01-06,4732.17,UNITED      0161582911887
3828625,2040116275,2020-01-06,5320.04,USPS PO 0519560123
3828688,2103754012,2020-01-06,293.64,7-ELEVEN 37227
3828804,2103754012,2020-01-06,4816.02,7-ELEVEN 37621
3828807,2145325562,2020-01-06,2086.71,AMZN Mktp US*OV4S97Q33
3829022,2170584235,2020-01-06,3014.49,BTF RESTAURANT LLC
3829063,2214586113,2020-01-06,4332.97,DELTA AIR   0062408715988
3829111,2215337810,2020-01-06,5116.31,DOLLAR GENERAL #19382
3829245,2258541958,2020-01-06,186.37,GRUBHUBTSUNAMISUSHIHI
3829291,2280556859,2020-01-06,3166.89,IZ *Redemption Roasters
3829351,2283025982,2020-01-06,3235.55,JIFFY LUBE #3141
3829554,2313655733,2020-01-06,4198.51,MARINEMAX-HM2
3829651,2322490015,2020-01-06,3961.65,MCDONALD'S F7072
3829813,2334643122,2020-01-06,5504.86,MUNSTER LIQUORS
3829882,2339855500,2020-01-06,3603.1,OLD NAVY US 5861
3829899,2352418738,2020-01-06,4580.63,PAYPAL *KELENATOR
3829922,2369343070,2020-01-06,4970.69,PUBLIX #379
3829964,2389935597,2020-01-06,5109.74,SAMS CLUB #4786
3829984,2403189585,2020-01-06,3044.36,SHELL OIL 12681025008
3830119,2421974034,2020-01-06,3495.29,SQ *SCAPOLO'S
3830148,2427712172,2020-01-06,736.53,SUBWAY        00115584
3830321,2428512913,2020-01-06,4319.91,Subway 35788
3830457,2512421663,2020-01-06,5286.98,AMZN Mktp US*2T7K47A21
3830470,2517979053,2020-01-06,5176.4,AMZN Mktp US*MD0HJ6O23
3830509,2520970677,2020-01-06,2542.55,AMZN Mktp US*MS9B08D61
3830627,2558257305,2020-01-06,1647.63,CHISSYS PUB & GRILL
3830655,2590321702,2020-01-06,5601.41,GOOGLE  Calculated Ind
3830732,2596019972,2020-01-06,2895.26,HALAL MEAT & FISH SUPE
3830793,2605505334,2020-01-06,1352.64,IN N OUT BURGER 085
3831003,2608740869,2020-01-06,2362.55,KEY FOOD 1732
3831051,2645223234,2020-01-06,3015.81,PAYPAL *EBAY CHARLIETDR
3831063,2646173735,2020-01-06,4589.78,PAYPAL *SOCIETY6
3831332,2668764015,2020-01-06,3078.35,SHELL OIL 57544410608
3831641,5024687153,2020-01-06,1891.37,THE HOME DEPOT 6343
3831933,10000875936,2020-01-06,382.42,WAL-MART #2818
3832019,10000879698,2020-01-06,1074.93,WAL-MART #5626
3832115,10001833217,2020-01-06,5364.91,ABI RX PAY CARD PREMIU
3832248,10001900569,2020-01-06,1189.46,ALDI 73001
3832429,10004406941,2020-01-06,1872.92,BARNES & NOBLE #2928
3832488,10004615589,2020-01-06,4271.11,BIG LOTS STORES - #406
3832640,10005047123,2020-01-06,419.17,CHEVRON 0353588
3832742,10005846790,2020-01-06,5201.19,DOLLAR-GENERAL #9155
3832830,10006328225,2020-01-06,2279.42,FAMILY DOLLAR #3765
3833003,10006836421,2020-01-06,4146.03,GIANT FUEL 0152
3833021,10008400440,2020-01-06,4691.76,KUM & GO #665
3833127,10008464200,2020-01-06,1086.13,KUNG FU TEA - SOMERVIL
3833185,10009634253,2020-01-06,4420.83,"NEW BRIDGE CAFE, INC"
3833283,10011323815,2020-01-06,1176.17,RED WAGON - DL
3833406,10011644056,2020-01-06,3181.99,SeatGeek_Tickets
3833887,10011677024,2020-01-06,1383.28,SHELL OIL 50981450054
3834037,10012095751,2020-01-06,4639.71,SQ *ROCK PAPER SCIS
3834125,10012649672,2020-01-06,1970.18,THE DEN MEDITATION
3834350,10012793246,2020-01-06,374.03,THORNTONS #0079
3834393,10012830322,2020-01-06,3656.05,TOPS MARKETS #245
3834434,10012905000,2020-01-06,4689.58,TXDPS DRIVER LICENSE
3834788,10013528580,2020-01-06,957.4,WHOLEFDS SOS 10112
3834818,10013681086,2020-01-06,3470.03,YYZ BAHN SHOP
